RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B3-026566,2013/03/26 00:00:00+00,1430,1510 Q at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2154
B3-027893,2013/03/31 00:00:00+00,304,"S 40,HIGH to SHERIDAN",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2155
B3-025053,2013/03/21 00:00:00+00,1036,"S 56,GLADE to NORMAL",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,2156
B3-027241,2013/03/28 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,2157
B3-023648,2013/03/18 00:00:00+00,1000,6001 HAVELOCK at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,2158
B3-024398,2013/03/21 00:00:00+00,806,"YANKEE HILL,EXECUTIVE WOODS to WILDERNESS RIDGE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,2159
B3-025058,2013/03/21 00:00:00+00,1041,"N 79,E AVON to LEO",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,2160
B3-027244,2013/03/28 00:00:00+00,2054,"S CHERRYWOOD,E CHERRYWOOD to REDWOOD LN",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2161
B3-026568,2013/03/26 00:00:00+00,1555,"O,3 (OVERPASS) to 9",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,2162
B3-027898,2013/03/31 00:00:00+00,328,"WHITEWATER LN,JULESBURG DR to N 15",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,2163
B3-023654,2013/03/18 00:00:00+00,1655,N ANTELOPE VALL at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2164
B3-025857,2013/03/24 00:00:00+00,200,"WILDBRIAR,S 37 to S 38",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2165
B3-028882,2013/04/01 00:00:00+00,2110,"O,53 to PIAZZA",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2166
B3-024403,2013/03/21 00:00:00+00,810,"VAN DORN,S 16 to S 17",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2167
B3-027247,2013/04/01 00:00:00+00,751,"VAN DORN,S 82 to S 84",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2168
B3-028890,2013/04/02 00:00:00+00,129,N 70 at CORNHUSKER,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,2169
B3-023664,2013/03/18 00:00:00+00,1707,"S 9,PEACH to ROSE",INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,2170
B3-026569,2013/03/26 00:00:00+00,1605,NW 9 at W DAWES,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2171
B3-025908,1970/01/01 00:00:00+00,9999,"C,S 33 to S 35",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2172
B3-025109,2013/03/21 00:00:00+00,1051,NW 48 at W KNIGHT,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2173
B3-027899,2013/03/31 00:00:00+00,530,3410 SERENITY CR at -,INJURY,,1,1,NO,NO,NO,NO,NO,NO,NO,2174
B3-027261,2013/03/29 00:00:00+00,730,"OLD CHENEY,WARLICK to SALT VALLEY VIEW",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,2175
B3-024428,2013/03/21 00:00:00+00,807,"A,S 26 to S 27",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2176
B3-023830,2013/03/18 00:00:00+00,1705,S 10 at L,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2177
B3-028905,2013/04/02 00:00:00+00,745,"CAPITOL PKWY W,S 9 to S FOLSOM",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2178
B3-025923,1970/01/01 00:00:00+00,9999,JANE at BRIAR ROSA,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2179
B3-025193,2013/03/21 00:00:00+00,9999,"N 52,COLFAX to ERVIN",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2180
B3-026571,2013/03/26 00:00:00+00,1613,"N 11,BELMONT to CORNHUSKER",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,2181
B3-027918,2013/03/31 00:00:00+00,725,17 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2182
B3-027265,2013/03/29 00:00:00+00,755,"A,S 26 to S 27",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,2183
B3-025195,2013/03/22 00:00:00+00,1210,S 10 at B,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,2184
B3-026579,2013/03/26 00:00:00+00,1100,"A,S 14 to GOODHUE BLVD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2185
B3-028926,2013/04/02 00:00:00+00,825,N 33 at CORNHUSKER,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,YES,NO,2186
B3-024468,2013/03/21 00:00:00+00,756,N 84 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2187
B3-023842,2013/03/18 00:00:00+00,1803,N 27 at KNOX,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,2188
B3-025946,2013/03/24 00:00:00+00,1041,"SYCAMORE,HICKORY to S HAZELWOOD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2189
B3-027930,2013/03/31 00:00:00+00,752,"ADAMS,CORNHUSKER to N 36",NON-INJ H&R,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,2190
B3-027267,2013/03/29 00:00:00+00,858,44 at O,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,2191
B3-028929,2013/04/02 00:00:00+00,923,S 45 at LASALLE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2192
B3-023861,2013/03/18 00:00:00+00,1910,N 66 at FREMONT,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2193
B3-025197,2013/03/21 00:00:00+00,1329,"SOUTH,S 10 to S 9",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2194
B3-025953,2013/03/24 00:00:00+00,1058,"ASHBROOK,NEBR HWY to NORTHSHORE",INJURY,HEAD ON,2,1,NO,NO,NO,NO,NO,NO,NO,2195
B3-024539,2013/03/21 00:00:00+00,805,"S COTNER,N to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2196
B3-026591,2013/03/26 00:00:00+00,1632,"N 27,SUPERIOR to KING LN",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,2197
B3-027934,2013/03/30 00:00:00+00,9999,"S 20,BROWER to KESSLER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2198
B3-027268,2013/03/29 00:00:00+00,1100,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2199
B3-028939,2013/04/02 00:00:00+00,2200,1525 S 19 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2200
B3-025955,2013/03/24 00:00:00+00,1115,"BRADFIELD,RYONS to SEWELL",NON-INJ,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,YES,NO,2201
B3-024541,2013/03/21 00:00:00+00,808,"NORMAL,MYRTLE to S 52",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2202
B3-026616,2013/03/26 00:00:00+00,1729,"S 16,ROSELYN to SOUTH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2203
B3-027974,1970/01/01 00:00:00+00,9999,5519 S 31ST at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2204
B3-025203,2013/03/21 00:00:00+00,1345,N 27 at THERESA,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2205
B3-023863,2013/03/18 00:00:00+00,2010,"N COTNER,N 62 to VINE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,2206
B3-027281,2013/03/29 00:00:00+00,1205,"S 70,PIONEERS to STACY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2207
B3-028947,2013/04/02 00:00:00+00,1045,"O,25 to 26",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,2208
B3-025988,2013/03/24 00:00:00+00,1255,"NORMAL,S 40 to S COTNER",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,2209
B3-024549,2013/03/21 00:00:00+00,810,"S 70,L to S WEDGEWOOD",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,2210
B3-027989,2013/03/31 00:00:00+00,2300,"S 17,DAKOTA to PAWNEE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2211
B3-026630,2013/03/26 00:00:00+00,1752,"SUPERIOR,BAIR to N 33",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,2212
B3-023872,2013/03/18 00:00:00+00,2218,"S 44,LASALLE to LOCUST",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2213
B3-025211,2013/03/21 00:00:00+00,1351,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2214
B3-027304,2013/03/29 00:00:00+00,9999,2501 N 11 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2215
B3-028955,2013/04/02 00:00:00+00,1255,N 53 at LEIGHTON,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,2216
B3-025990,2013/03/24 00:00:00+00,1430,"N 48,DUDLEY to HOLDREGE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,2217
B3-024551,2013/03/21 00:00:00+00,815,"S 40,NEBR HWY to SWEETBRIAR",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,2218
B3-027995,2013/03/31 00:00:00+00,1636,S 13 at H,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,2219
B3-023878,1970/01/01 00:00:00+00,9999,7100 ADAMS at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2220
B3-025232,2013/03/21 00:00:00+00,1510,"SOUTH,S 53 to S 55",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,2221
B3-026631,2013/03/26 00:00:00+00,1835,N 9 at Q,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2222
B3-027345,2013/03/29 00:00:00+00,1225,4333 S 70 ST at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2223
B3-028958,2013/04/02 00:00:00+00,1312,"JANE,BRIAR ROSA to BRIAR ROSA",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,2224
B3-025993,2013/03/24 00:00:00+00,1530,"O,12 to 13",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,2225
B3-024556,2013/03/21 00:00:00+00,815,NW 48 at W ADAMS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2226
B3-028018,2013/03/31 00:00:00+00,1658,"S 56,LOCUST to PIONEERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2227
B3-023884,1970/01/01 00:00:00+00,9999,"S 49,A to C",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2228
B3-025252,2013/03/21 00:00:00+00,1500,"L,S 10 to S 11",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,2229
B3-026640,2013/03/26 00:00:00+00,1831,4000 S 70 at WALGREENS,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2230
B3-028969,2013/04/02 00:00:00+00,1340,CANYON at S 35,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2231
B3-027358,2013/03/29 00:00:00+00,1137,100 S 66 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2232
B3-025995,2013/03/24 00:00:00+00,1726,3210 CORNHUSKER at PRIVATE LOT,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,YES,NO,2233
B3-028049,2013/03/31 00:00:00+00,1743,S 27 at PORTER RIDGE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2234
B3-024558,2013/03/21 00:00:00+00,817,"NORMAL,S 39 to S 40",INJURY,RAN OFF ROAD,3,1,NO,NO,NO,NO,NO,NO,NO,2235
B3-023906,2013/03/19 00:00:00+00,1030,"MADISON,N 37 to N 38",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2236
B3-025267,2013/03/21 00:00:00+00,1500,"S 70,S WEDGEWOOD to TETON",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2237
B3-026644,2013/03/26 00:00:00+00,1800,"N 46,MADISON to ST PAUL",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2238
B3-028973,2013/04/02 00:00:00+00,9999,"N 41,HOLDREGE to STARR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,2239
B3-027395,2013/03/29 00:00:00+00,1345,"S 40,FRANKLIN to SOUTH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2240
B3-026004,2013/03/24 00:00:00+00,9999,6100 O at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2241
B3-028094,2013/03/31 00:00:00+00,1749,"S 56,ELKCREST to LASALLE",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,2242
B3-024590,2013/03/21 00:00:00+00,822,"FAIRFIELD,N 25 to N 27",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2243
B3-025275,2013/03/21 00:00:00+00,1620,"S 48,CALVERT to HILLSIDE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2244
B3-023919,2013/03/19 00:00:00+00,1053,2300 S 16 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2245
B3-026650,2013/03/26 00:00:00+00,2008,"SHERIDAN,CALVERT to S 42",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,2246
B3-028977,2013/04/02 00:00:00+00,1415,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2247
B3-027397,2013/03/29 00:00:00+00,1357,N 27 at KNOX,INJURY H&R,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,2248
B3-026007,2013/03/24 00:00:00+00,1830,"DRIFTWOOD,HICKORY to S HAZELWOOD",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2249
B3-028174,2013/03/31 00:00:00+00,1835,"EASTBOROUGH,N 70 to W RIO",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2250
B3-024611,2013/03/21 00:00:00+00,827,"W O,1 to SUN VALLEY",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,2251
B3-025283,2013/03/21 00:00:00+00,1648,"HAVELOCK,N 68 to N 69",INJURY,REAR END,4,2,NO,NO,NO,NO,NO,YES,NO,2252
B3-023938,2013/03/19 00:00:00+00,1220,575 S 10 at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,2253
B3-026657,2013/03/27 00:00:00+00,751,"N 56,AYLESWORTH to DEWEESE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,2254
B3-028995,2013/04/02 00:00:00+00,1535,"SOUTH,S 17 to S 18",NON-INJ,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,YES,2255
B3-027398,2013/03/29 00:00:00+00,1438,"S 48,LOWELL to MEREDETH",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,2256
B3-026020,2013/03/24 00:00:00+00,2010,"S 40,LAKE to NORMAL",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2257
B3-028187,2013/03/31 00:00:00+00,1912,"S FOLSOM,W C to W D",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2258
B3-024620,2013/03/21 00:00:00+00,826,S 27 at RANDOLPH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2259
B3-025297,2013/03/21 00:00:00+00,1700,N 27 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,2260
B3-023990,2013/03/19 00:00:00+00,1228,N 56 at FREMONT,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,2261
B3-028996,2013/04/02 00:00:00+00,1603,N 84 at LEIGHTON,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,2262
B3-026660,2013/03/27 00:00:00+00,845,"N 84,WINDMILL DR to LEIGHTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2263
B3-026023,2013/03/24 00:00:00+00,2027,"NORMAL,GARFIELD to SUMNER",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,2264
B3-027443,2013/03/29 00:00:00+00,9999,"UNKNOWN,- to",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2265
B3-028205,2013/03/31 00:00:00+00,2002,"W BELMONT,NW 8 to NW 9",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,YES,NO,2266
B3-025301,2013/03/21 00:00:00+00,1733,"W O,HOMESTEAD EXP to W 27",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,2267
B3-026662,2013/03/27 00:00:00+00,1045,"FOLKWAYS,N 17 to N 18",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2268
B3-028214,2013/03/31 00:00:00+00,2121,9 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2269
B3-026025,2013/03/24 00:00:00+00,2209,"N 48,R to VINE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2270
B3-023997,2013/03/19 00:00:00+00,1349,N 27 at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2271
B3-029015,2013/04/02 00:00:00+00,1604,"S 70,S WEDGEWOOD to TETON",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,2272
B3-024632,2013/03/21 00:00:00+00,830,S 40 at SHERIDAN,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2273
B3-027449,2013/03/29 00:00:00+00,1710,"BRUMMOND,LAMBERT to COLLISTER RD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2274
B3-024006,2013/03/19 00:00:00+00,1330,"N 48,FREMONT to HARTLEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2275
B3-024633,2013/03/21 00:00:00+00,835,HWY 34 at W FLETCHER,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,2276
B3-029022,2013/04/02 00:00:00+00,1628,"NEW HAMPSHIRE,N 7 to N 9",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,2277
B3-026055,2013/03/25 00:00:00+00,45,"N 27,SUPERIOR to KING LN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2278
B3-025324,2013/03/21 00:00:00+00,1752,S 54 at SPRUCE,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,2279
B3-028216,2013/03/31 00:00:00+00,2152,S 11-S 10 at E-F,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2280
B3-027464,2013/03/29 00:00:00+00,1802,"N 48,BENTON to CORNHUSKER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2281
B3-026685,2013/03/27 00:00:00+00,1053,UNKNOWN at -,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,YES,NO,2282
B3-024026,2013/03/19 00:00:00+00,1505,"HOLDREGE,N 65 to N COTNER",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2283
B3-029035,2013/04/02 00:00:00+00,1715,S 24 at SOUTH,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2284
B3-024646,2013/03/21 00:00:00+00,815,"NORMAL,MYRTLE to S 52",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2285
B3-026056,2013/03/25 00:00:00+00,645,"N 20,BENTON to MONTCLAIR",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2286
B3-028219,2013/04/01 00:00:00+00,257,"D,S 21 to S 22",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2287
B3-025356,2013/03/21 00:00:00+00,2035,6100 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,2288
B3-027478,2013/03/29 00:00:00+00,1855,OLD CHENEY at WARLICK,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2289
B3-026686,2013/03/27 00:00:00+00,1149,"S 48,S COTNER to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,2290
B3-024037,2013/03/19 00:00:00+00,1520,4811 O at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,2291
B3-026071,2013/03/25 00:00:00+00,1500,1702 SOUTH at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,YES,NO,2292
B3-024656,2013/03/21 00:00:00+00,821,"S 10,HIGH to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2293
B3-029041,2013/04/02 00:00:00+00,1715,"VAN DORN,PARK BLVD to S 6",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,2294
B3-028231,1970/01/01 00:00:00+00,9999,501 FLETCHER AVE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2295
B3-026699,2013/03/27 00:00:00+00,1200,"O,14 to CENTENNIAL MALL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2296
B3-027512,2013/03/25 00:00:00+00,1300,UNKNOWN at -,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,2297
B3-025357,2013/03/22 00:00:00+00,749,"S 21,J to K",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2298
B3-024665,2013/03/21 00:00:00+00,827,S 9 at PARK AV,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2299
B3-026701,2013/03/27 00:00:00+00,1245,"N 8,R to S",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,2300
B3-026085,2013/03/22 00:00:00+00,9999,"LINCOLN MALL,S 10 to S 11",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2301
B3-029048,2013/04/02 00:00:00+00,1802,N 14 at VINE,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,2302
B3-024038,2013/03/19 00:00:00+00,1545,"O,22 to 23",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,2303
B3-028240,2013/04/01 00:00:00+00,854,N 27 at Y,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,2304
B3-027520,2013/03/29 00:00:00+00,9999,"S 26 & S 27,GARFIELD to SUMNER",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2305
B3-025366,2013/03/22 00:00:00+00,918,"SALT CREEK RDWY,N ANTELOPE VALL to N 27 ACCESS",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2306
B3-026090,2013/03/24 00:00:00+00,205,4631 OLD CHENEY at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,2307
B3-024681,2013/03/21 00:00:00+00,825,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2308
B3-028255,2013/04/01 00:00:00+00,851,"O,56 to COTNER",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2309
B3-024043,2013/03/19 00:00:00+00,9999,8201 S 40 at TARGET,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,2310
B3-027533,2013/03/29 00:00:00+00,2000,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,2311
B3-029121,2013/04/02 00:00:00+00,2115,"N 66,MARCIA to VINE",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,2312
B3-026708,2013/02/28 00:00:00+00,9999,"J,S 8 to S 9",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2313
B3-025372,2013/03/22 00:00:00+00,1004,"S 26,K to M",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,2314
B3-026132,2013/03/25 00:00:00+00,1115,"S 17,F to G",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,2315
B3-024685,2013/03/21 00:00:00+00,840,"VINE,N 19 to N ANTELOPE VALL",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,2316
B3-029189,2013/04/02 00:00:00+00,2330,S 33 at RANDOLPH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,2317
B3-028270,2013/04/01 00:00:00+00,900,8800 O ST at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,2318
B3-025373,2013/03/22 00:00:00+00,1114,N 29 at Y,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,2319
B3-027534,2013/03/29 00:00:00+00,2019,"O,38 to 40",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,2320
B3-026759,2013/03/27 00:00:00+00,1600,"HOLDREGE,N 52 to N 53",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,2321
B3-024047,2013/03/19 00:00:00+00,1645,"P,N 10 to N 11",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,YES,2322
B3-026176,2013/03/25 00:00:00+00,1144,"N 27,CLINTON to POTTER",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,2323
B3-024686,2013/03/21 00:00:00+00,842,"CORNHUSKER,I 180 to I 180",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,2324
