RKY,DOA,TOA,FIXTIME,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId,ObjectId2
B8-064731,2018/07/16 05:00:00+00,1808,06:08:00,"N 84,HOLDREGE to LEXINGTON",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,,4837
B8-071030,2018/08/03 05:00:00+00,1721,05:21:00,N 56 at ADAMS,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,,4838
B8-069436,2018/07/30 05:00:00+00,756,07:56:00,"N 84,LEXINGTON to LEIGHTON",NON-INJ,RIGHT ANGLE,4,1,NO,NO,NO,NO,NO,YES,NO,,4839
B8-068323,2018/07/26 05:00:00+00,2013,08:13:00,"W DAWES,NW 10 to NW 9",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,4840
B8-068228,2018/07/26 05:00:00+00,1635,04:35:00,"NEBR HWY,S 27 to PIONEERS",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,4841
B8-070470,2018/07/30 05:00:00+00,756,07:56:00,"N 84,LEXINGTON to LEIGHTON",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,4842
B8-065813,2018/07/19 05:00:00+00,1835,06:35:00,"O,56 to PIAZZA",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,,4843
B8-064755,2018/07/16 05:00:00+00,1925,07:25:00,S 16 at L,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,4844
B8-064758,2018/07/14 05:00:00+00,1900,07:00:00,4400 S 70TH at POPEYES,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,4845
B8-064832,2018/07/16 05:00:00+00,2254,10:54:00,"S 70,L to O",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,4846
B8-064911,2018/07/17 05:00:00+00,805,08:05:00,"S 70,OLD POST to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,4847
B8-064915,2018/07/17 05:00:00+00,815,08:15:00,"S 13,LAKE to STILLWATER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,,4848
B8-070888,2018/08/03 05:00:00+00,1033,10:33:00,N 51 at ORCHARD,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,4849
B8-064917,2018/07/17 05:00:00+00,820,08:20:00,"S 56,FRANKLIN to SAYLOR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,4850
B8-064921,2018/07/17 05:00:00+00,852,08:52:00,27 at O,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,4851
B8-064923,2018/07/17 05:00:00+00,857,08:57:00,SOUTH at MORNINGSIDE,INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,,4852
B8-064957,2018/07/17 05:00:00+00,1115,11:15:00,N 27 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,4853
B8-064960,2018/07/17 05:00:00+00,1150,11:50:00,"N 27,FAIRFIELD to OLD DAIRY RD",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,4854
B8-064985,2018/07/17 05:00:00+00,1316,01:16:00,S 77 at EASTVIEW,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,4855
B8-064999,2018/07/17 05:00:00+00,1409,02:09:00,S 9 at L,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,4856
B8-065001,2018/07/17 05:00:00+00,1418,02:18:00,"SOUTH,NORMAL to SCOTT",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4857
B8-065018,2018/07/17 05:00:00+00,1512,03:12:00,"S 70,PIONEER WOODS DR to PIONEERS",NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,,4858
B8-065027,2018/07/17 05:00:00+00,1530,03:30:00,"N COTNER,O to P",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,4859
B8-065036,2018/07/17 05:00:00+00,1605,04:05:00,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,4860
B8-065039,2018/07/14 05:00:00+00,,12:00:00,701 N 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,4861
B8-065040,2018/07/17 05:00:00+00,1603,04:03:00,233 N 48 at LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,4862
B8-065048,2018/07/17 05:00:00+00,1615,04:15:00,S 13 at WASHINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,4863
B8-065057,2018/07/17 05:00:00+00,1650,04:50:00,S 70 at TETON,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,4864
B8-065074,2018/07/17 05:00:00+00,1745,05:45:00,"S COTNER,S 48 to SUMNER",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4865
B8-066465,2018/07/21 05:00:00+00,1415,02:15:00,"CORNHUSKER,N 35 to N 40",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,4866
B8-069216,2018/07/29 05:00:00+00,1400,02:00:00,TICONDEROGA at N 27,INJURY,RIGHT ANGLE,3,2,NO,NO,NO,NO,NO,YES,NO,,4867
B8-065077,2018/07/17 05:00:00+00,1740,05:40:00,"FAIRFIELD,N 20 to PAXTON",INJURY,SIDE SWIPE,2,1,NO,YES,NO,NO,NO,NO,NO,,4868
B8-065089,2018/07/17 05:00:00+00,,12:00:00,2950 PINE LAKE at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,4869
B8-065092,2018/07/17 05:00:00+00,1850,06:50:00,"CORNHUSKER,N 14 to YOLANDE",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,,4870
B8-065181,2018/07/18 05:00:00+00,38,12:38:00,1200 ARAPAHOE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,4871
B8-065221,2018/07/18 05:00:00+00,538,05:38:00,"S 27,A to WASHINGTON",INJURY,RAN OFF ROAD,2,2,NO,NO,NO,NO,NO,NO,NO,,4872
B8-065224,2018/07/18 05:00:00+00,600,06:00:00,S 26 at A,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,,4873
B8-065252,2018/07/18 05:00:00+00,855,08:55:00,N 71 at AYLESWORTH,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,,4874
B8-065277,2018/07/18 05:00:00+00,1000,10:00:00,"P,N 12 to N 13",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,4875
B8-065281,2018/07/18 05:00:00+00,1020,10:20:00,TWIN RIDGE at RAINIER CT,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,,4876
B8-065334,2018/07/19 05:00:00+00,1340,01:40:00,"N 27,DUDLEY to ORCHARD",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,,4877
B8-065343,2018/07/18 05:00:00+00,1405,02:05:00,"PIONEERS,S 40 to S 43",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4878
B8-065378,2018/07/18 05:00:00+00,1545,03:45:00,"S 9,PARK AV to SOUTH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,,4879
B8-065403,2018/07/18 05:00:00+00,,12:00:00,"COOPER,S 77 to S 78",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,4880
B8-065434,2018/07/18 05:00:00+00,850,08:50:00,1128 L at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,4881
B8-065444,2018/07/18 05:00:00+00,1800,06:00:00,PIONEERS at NEBR HWY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,4882
B8-065470,2018/07/18 05:00:00+00,,12:00:00,4848 NORMAL at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,4883
B8-065485,2018/07/18 05:00:00+00,1710,05:10:00,330 COUNTRYSIDE at -,INJURY H&R,,1,1,YES,NO,NO,NO,NO,YES,NO,,4884
B8-065487,2018/07/18 05:00:00+00,2000,08:00:00,"SW 17,W SOUTH to W SEWELL",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4885
B8-065500,2018/07/18 05:00:00+00,,12:00:00,435 S 10 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,4886
B8-065551,2018/07/18 05:00:00+00,2339,11:39:00,S 27 at RIDGELINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,4887
B8-065574,2018/07/19 05:00:00+00,30,12:30:00,"H,S 3 to S 4",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,4888
B8-065610,2018/07/19 05:00:00+00,630,06:30:00,N 33 at P,INJURY,TURNING,2,1,NO,NO,YES,NO,NO,NO,NO,,4889
B8-065623,2018/07/19 05:00:00+00,733,07:33:00,NEBR HWY at S 91,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,,4890
B8-065645,2018/07/19 05:00:00+00,930,09:30:00,"HOLDREGE,NORTHWOODS DR to N 84",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,4891
B8-065653,2018/07/19 05:00:00+00,,12:00:00,"N,S 27 to S 28",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4892
B8-067257,2018/07/23 05:00:00+00,1850,06:50:00,SUN VALLEY at LINE DR,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,4893
B8-070935,2018/08/03 05:00:00+00,1255,12:55:00,"NEBR HWY,S 66 to S 70",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,4894
B8-067269,2018/07/23 05:00:00+00,,12:00:00,200 BLK OF M ST at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,4895
B8-066858,2018/07/22 05:00:00+00,1853,06:53:00,"N 56,P to R",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,YES,NO,,4896
B8-065860,2018/07/19 05:00:00+00,2035,08:35:00,O at LYNCREST,NON-INJ H&R,RIGHT ANGLE,1,0,NO,YES,NO,NO,NO,YES,NO,,4897
B8-067794,2018/07/25 05:00:00+00,1150,11:50:00,S 56 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,4898
B8-070207,2018/08/01 05:00:00+00,1315,01:15:00,"W CORNHUSKER,NW 4 to NW 6",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,,4899
B8-067551,2018/07/24 05:00:00+00,1625,04:25:00,N 27 at VINE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,,4900
B8-067387,2018/07/24 05:00:00+00,508,05:08:00,"PIONEERS,RIDGEVIEW to S 70",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4901
B8-070045,2018/07/31 05:00:00+00,2203,10:03:00,"CANTERBURY,JAMESON NORTH to JAMESON SOUTH",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,4902
B8-065993,2018/07/19 05:00:00+00,,12:00:00,"WASHINGTON,S 13 to S 14",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4903
B8-067747,2018/07/24 05:00:00+00,,12:00:00,2001 S 11 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,4904
B8-065748,2018/07/19 05:00:00+00,1536,03:36:00,N 27 at WHITEHEAD DR,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,,4905
B8-066786,2018/07/22 05:00:00+00,,12:00:00,S 37 at VAN DORN,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4906
B8-069448,2018/07/29 05:00:00+00,,12:00:00,530 SURFSIDE DR at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,4907
B8-065733,2018/07/19 05:00:00+00,1502,03:02:00,N 22 at Y,INJURY,RIGHT ANGLE,3,2,NO,NO,NO,NO,NO,NO,NO,,4908
B8-066838,2018/07/22 05:00:00+00,1742,05:42:00,"N 14,ELBA to SUPERIOR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,4909
B8-070505,2018/08/02 05:00:00+00,950,09:50:00,"OLD CHENEY,HUNTS DR to LIMESTONE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4910
B8-067410,2018/07/24 05:00:00+00,844,08:44:00,NW 1 at W FLETCHER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,4911
B8-069450,2018/07/27 05:00:00+00,2240,10:40:00,"HOMESTEAD EXP,WARLICK to CITY LIMITS",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,4912
B8-068462,2018/07/27 05:00:00+00,1044,10:44:00,44 at O,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,,4913
B8-069375,2018/07/29 05:00:00+00,2333,11:33:00,O at COTNER,INJURY,RIGHT ANGLE,4,2,NO,NO,NO,NO,NO,NO,NO,,4914
B8-068325,2018/07/26 05:00:00+00,,12:00:00,"NW 12,W LEON to W BEAL",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,4915
B8-071032,2018/08/03 05:00:00+00,1719,05:19:00,"HAVELOCK,CORNHUSKER to TOUZALIN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4916
B8-066877,2018/07/23 05:00:00+00,1955,07:55:00,8700 S 28 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,4917
B8-067416,2018/07/24 05:00:00+00,910,09:10:00,S 10 at L,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,,4918
B8-069457,2018/07/30 05:00:00+00,,12:00:00,"N,S 40 to S 42",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,4919
B8-067625,2018/07/24 05:00:00+00,2043,08:43:00,"S 14,B to C",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4920
B8-070924,2018/08/03 05:00:00+00,1222,12:22:00,"S 40,BRIARPARK to OLD CHENEY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,4921
B8-066634,2018/07/22 05:00:00+00,122,01:22:00,S 48 at VALLEY,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,,4922
B8-070351,2018/08/01 05:00:00+00,1930,07:30:00,"N ANTELOPE VALL,MILITARY to VIRGINIA",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,4923
B8-067799,2018/07/25 05:00:00+00,1200,12:00:00,S 13 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,4924
B8-066016,2018/07/20 05:00:00+00,1024,10:24:00,606 W A at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,4925
B8-070524,2018/08/02 05:00:00+00,1120,11:20:00,EAST CAMPUS LOOP at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,YES,,4926
B8-067018,2018/07/23 05:00:00+00,720,07:20:00,"VINE,MANES to N 84",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,YES,NO,,4927
B8-067809,2018/07/25 05:00:00+00,1247,12:47:00,N 65 at HOLDREGE,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,4928
B8-066019,2018/07/20 05:00:00+00,1027,10:27:00,"O,53 to PIAZZA",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,4929
B8-070548,2018/08/02 05:00:00+00,1241,12:41:00,52 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,4930
B8-067021,2018/07/22 05:00:00+00,2140,09:40:00,6600 NW 27 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,4931
B8-067838,2018/07/25 05:00:00+00,1450,02:50:00,"CORNHUSKER,HAVELOCK to HWY 77",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,4932
B8-067852,2018/07/25 05:00:00+00,,12:00:00,8055 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,4933
B8-067865,2018/07/25 05:00:00+00,1603,04:03:00,S CODDINGTON at W A,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4934
B8-067877,2018/07/25 05:00:00+00,1633,04:33:00,"S 70,MONTEREY to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,4935
B8-067879,2018/07/25 05:00:00+00,1623,04:23:00,"CORNHUSKER,N 33 to N 35",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,4936
B8-067880,2018/07/25 05:00:00+00,1635,04:35:00,"N 84,ADAMS to MARKET DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,4937
B8-067892,2018/07/25 05:00:00+00,1630,04:30:00,"S 40,DUXHALL DR to OLD CHENEY",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,4938
B8-067898,2018/07/25 05:00:00+00,1728,05:28:00,N 54 at LEIGHTON,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,NO,NO,,4939
B8-067900,2018/07/25 05:00:00+00,1730,05:30:00,"N 10,O to P",NON-INJ H&R,REAR END,5,0,NO,NO,NO,NO,NO,YES,NO,,4940
B8-067901,2018/07/25 05:00:00+00,1737,05:37:00,33 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,4941
B8-067904,2018/07/25 05:00:00+00,1744,05:44:00,"N 70,FAIRFAX to HOLDREGE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,4942
B8-067907,2018/07/25 05:00:00+00,1750,05:50:00,2900 S 70 at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,,4943
B8-067918,2018/07/25 05:00:00+00,1830,06:30:00,S 40 at DUXHALL DR,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,,4944
B8-067925,2018/07/25 05:00:00+00,1815,06:15:00,"C,S 10 to S 9",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4945
B8-067927,2018/07/25 05:00:00+00,,12:00:00,"SPRUCE,S 54 to S 56",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,4946
B8-067993,2018/07/25 05:00:00+00,2152,09:52:00,"N 1,CHARLESTON to CORNHUSKER",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,,4947
B8-068025,2018/07/26 05:00:00+00,10,12:10:00,875 N 27 at -,INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,,4948
B8-068074,2018/07/26 05:00:00+00,645,06:45:00,"FAIRFIELD,N 1 to N 2",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,,4949
B8-068092,2018/07/26 05:00:00+00,913,09:13:00,S 48 at M,INJURY,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,4950
B8-068098,2018/07/26 05:00:00+00,925,09:25:00,S 24 at E,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,4951
B8-068129,2018/07/26 05:00:00+00,1117,11:17:00,"WOODBINE,CALVERT to SHERIDAN",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,4952
B8-068147,2018/07/26 05:00:00+00,,12:00:00,UNKNOWN at -,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,,4953
B8-068165,2018/07/26 05:00:00+00,1255,12:55:00,HAVELOCK at CORNHUSKER,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,,4954
B8-068173,2018/07/26 05:00:00+00,1313,01:13:00,"S 56,PAWNEE to WOODSVIEW",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4955
B8-067029,2018/07/23 05:00:00+00,745,07:45:00,"NORMAL,A to S 33",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4956
B8-067036,2018/07/23 05:00:00+00,845,08:45:00,S 56 at RED ROCK LN,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,,4957
B8-067041,2018/07/23 05:00:00+00,900,09:00:00,"DUDLEY,N 20 to N 21",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,YES,,4958
B8-067069,2018/07/23 05:00:00+00,1020,10:20:00,"S 27,CINDY to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4959
B8-067101,2018/07/23 05:00:00+00,1205,12:05:00,"N 27,DAN to SUPERIOR",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,4960
B8-067158,2018/07/23 05:00:00+00,1430,02:30:00,3140 N ST at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,,4961
B8-067181,2018/07/23 05:00:00+00,1529,03:29:00,"S 27,ARLINGTON to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4962
B8-067191,2018/07/23 05:00:00+00,,12:00:00,"W,N 23 to N 24",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4963
B8-067209,2018/07/23 05:00:00+00,1630,04:30:00,"S 40,LARKWOOD to PINE LAKE",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,,4964
B8-067216,2018/07/23 05:00:00+00,1655,04:55:00,"S 27,ARLINGTON to FRANKLIN",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,4965
B8-067225,2018/07/23 05:00:00+00,1723,05:23:00,"S 48,A to C",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4966
B8-067233,2018/07/23 05:00:00+00,1747,05:47:00,"S 27,N to O",NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,4967
B8-067436,2018/07/24 05:00:00+00,,12:00:00,"S 46,L to WITHERBEE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4968
B8-067458,2018/07/24 05:00:00+00,1150,11:50:00,"CORNHUSKER,HWY 77 to RUSSELL",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,4969
B8-067471,2018/07/24 05:00:00+00,1150,11:50:00,"CAPITOL PKWY,J to RANDOLPH",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,4970
B8-067478,2018/07/24 05:00:00+00,1218,12:18:00,"S 10,F to G",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4971
B8-067488,2018/07/24 05:00:00+00,1308,01:08:00,"O,56 to COTNER",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,4972
B8-070556,2018/08/02 05:00:00+00,,12:00:00,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4973
B8-066022,2018/07/20 05:00:00+00,1043,10:43:00,SALT CREEK RDWY at N ANTELOPE VALL,INJURY,TURNING,3,4,NO,NO,NO,NO,NO,YES,NO,,4974
B8-066034,2018/07/20 05:00:00+00,1125,11:25:00,"FAIRFIELD,N 22 to N 25",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,YES,NO,,4975
B8-066085,2018/07/20 05:00:00+00,1354,01:54:00,S 40 at GRAINGER PKWY,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,,4976
B8-066112,2018/07/20 05:00:00+00,1527,03:27:00,1265 S COTNER at PARKING LOT,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,,4977
B8-066118,2018/07/20 05:00:00+00,1541,03:41:00,"S 9,M to N",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,,4978
B8-066119,2018/07/20 05:00:00+00,1541,03:41:00,S 40 at SWEETBRIAR,NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,NO,NO,,4979
B8-066122,2018/07/20 05:00:00+00,1559,03:59:00,"S 40,BRIARPARK to WILDBRIAR",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,,4980
B8-066153,2018/07/20 05:00:00+00,1709,05:09:00,N 25 at VINE,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,,4981
B8-066158,2018/07/20 05:00:00+00,,12:00:00,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4982
B8-066168,2018/07/20 05:00:00+00,1745,05:45:00,"TIPPERARY,CANTERBURY to ESSEX",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,4983
B8-066173,2018/07/20 05:00:00+00,,12:00:00,N 27 at FAIR,INJURY H&R,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,,4984
B8-066183,2018/07/20 05:00:00+00,1842,06:42:00,"S 27,JAMESON NORTH to TIERRA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4985
B8-066238,2018/07/20 05:00:00+00,2120,09:20:00,S 8 at N,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,4986
B8-066299,2018/07/21 05:00:00+00,0,12:00:00,N 56 at ADAMS,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,4987
B8-066331,2018/07/21 05:00:00+00,158,01:58:00,CAPITOL PKWY at A,INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,YES,NO,,4988
B8-066398,2018/07/21 05:00:00+00,23,12:23:00,7101 SOUTH at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,,4989
B8-066410,2018/07/21 05:00:00+00,1000,10:00:00,S 31 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,4990
B8-066433,2018/07/21 05:00:00+00,1203,12:03:00,10 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,4991
B8-066444,2018/07/21 05:00:00+00,1226,12:26:00,S 40 at SOUTH,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,,4992
B8-066450,2018/07/21 05:00:00+00,,12:00:00,5801 LILLIBRIDGE at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,,4993
B8-066451,2018/07/21 05:00:00+00,1230,12:30:00,"VAN DORN,S 6 to S 9",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,4994
B8-066459,2018/07/21 05:00:00+00,1335,01:35:00,N 48 at LEIGHTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,4995
